2.852,12.7,92.2,41.3,47.1
2.684,12.5,94.4,46.2,47.8
4.408,18.8,107.5,50.2,50.7
5.679,19.3,110.2,50.9,48.6
4.605,18.2,110.7,48.1,49.6
4.284,15.3,99,51.4,48
5.964,20.9,115.9,55.3,52.1
3.126,14.9,94.7,48.2,48.2
4.441,21.6,113.3,48,53.7
4.172,16.8,105.4,48.2,49.4
4.69,23.5,113.1,58.1,54.1
4.145,16.7,106.6,50,48.9
4.43,20.4,113.1,52.2,51.1
4.654,36,118.6,77.4,53.4
4.597,17.7,108.6,49.4,50.6
4.8,16.2,102.7,49.1,48.5
4.443,16.2,101.4,46.5,48.9
4.03,13.9,98.8,45.7,50.9
5.027,18,117.6,50.2,54.3
4.432,22.7,111.9,58.5,52.8
3.668,17.7,103.5,50.7,49.8
3.115,15.7,97.2,47.9,52.7
3.008,15.1,95,48.1,52.5
4.076,19.5,107,51.9,50.8
4.194,17.2,112.3,48.8,51.5
4.843,19.7,112.6,51.8,50.5
4.643,16.7,105.8,48.3,48.8
4.608,16.3,108.8,48.2,47.5
4.153,16.6,97.6,50.7,48.1
3.054,11.4,88.4,46,46.2
5.276,18.9,110.6,52.9,51.2
4.901,16.8,97.9,53.8,48.3
7.539,28,133.3,57.8,52.3
8.12,21.4,120.7,51.8,52.1
11.556,45.7,144.8,72.9,53.5
17.545,72.8,182.9,77.2,56.8
17.235,60,175.7,68.4,55
13.038,49,157.8,68.8,57.2
14.441,66,156.2,89.5,55.3
14.326,43,162.2,58.5,52.1
15.657,56.1,171.5,71.1,56.5
17.991,62.7,174.8,71.8,58.5
12.931,36,147.9,57,52
7.43,26.3,128.5,51.8,52.1
5.402,18.8,111.3,51.3,50.6
4.78,17.8,109.2,49.3,50.8
14.375,49,158.5,69.2,53.1
14.912,49,162.8,64,58.1
13.863,53.6,167.7,69,53.2
14.241,54.6,173.8,70.8,56.1
11.734,32.8,148.1,59.7,50.7
3.953,16.3,105.4,49.8,51.4
5.531,23.2,119.8,55.6,52.8
12.594,37.4,151.4,61,55.9
7.38,25.4,125.1,56.5,51.1
7.808,17.6,115.9,46.3,51.2
9.512,29.8,134.3,57.1,53.1
9.819,33,142.7,55.7,54.6
10.92,32.4,142.2,59.1,50.3
10.641,34,140.9,59.6,52.3
11.901,39.3,147.2,62.9,52.8
11.389,29.4,133.4,60.9,51.8
9.476,22.5,125.4,52.3,49.2
9.682,34.2,135.7,59.2,54
5.69,17,113.3,50.1,49.2
7.523,22,118.6,51.1,50.5
5.72,18.7,115.4,48.6,52.5
6.153,16.3,106.3,50,49.2
11.89,47,155.1,64.4,55.5
11.841,42.8,154.6,65.3,53.2
7.068,20,113.8,51.3,49.3
6.336,17.4,111.4,46.7,48.8
8.517,27.4,128.5,54,50.8
8.69,30.5,135,59.8,51.3
5.52,20.3,116.6,53.2,50
5.189,18.1,105.2,51.2,48.5
9.008,25.6,130.8,53.4,49.4
4.789,18.6,108.9,51.6,51.5
7.213,26.3,121.3,58.4,51.5
13.199,43.3,160.2,58.5,53.9
11.323,44.9,149.7,64,54.7
2.073,11.3,84.6,45.7,46.7
6.257,24.3,128.2,53.7,52
3.126,16,98.3,47.9,51.1
9.906,26,134.4,53,49.7
8.276,22.4,118.1,55.6,48.8
5.101,16.5,102.5,48.4,49.2
14.073,50.9,158,70.1,52.7
13.854,42.7,153.6,62.3,53.3
10.038,35.9,136.6,63.9,54.4
11.964,29.2,132.8,60.5,50.7
2.238,13.8,85.8,47.6,49
4.504,18.1,111.3,49.8,50.9
9.652,30.4,141.8,56.7,51
9.953,32.5,132.2,60.9,53.7
10.386,29.3,136.8,56.3,51.1
7.61,18.2,111.9,47.2,51.5
8.019,49.9,138.7,83.8,53.2
8.104,30.1,123.4,66.8,50.8
11.076,48.3,153.6,73.7,53.9
10.657,31.6,135.1,59,53.8
10.358,40,130.6,79.3,52
10.843,41,137.4,74.3,52.9
10.506,39.1,147,66.5,54.2
8.608,31,132,60,51.1
9.093,24.5,131.5,52.6,51.3
8.515,26.5,134.9,52.4,51.2
6.167,20,116.4,51.1,49.3
5.947,19.9,110.9,49.9,52.7
7.238,27,126.8,58.4,52.8
6.399,27.8,121.1,58.7,51.3
7.284,26.1,122.6,57.8,51.3
5.841,19.1,114.8,52,49.9
5.306,23.4,116.1,55.1,51.4
6.964,19.2,119.9,52.7,50.8
6.58,25.5,124.3,57.9,53.3
9.241,32.2,138,58.2,54.4
9.241,34.1,141.9,58.2,53.2
10.386,32.6,137.6,59.1,52.9
10.917,34.2,140.6,60.2,51.7
10.72,44.8,147.7,69,54.3
9.254,29.5,133.5,55.4,53.7
7.405,22.1,122.7,53.6,50.6
9.23,27.6,133.4,57.1,51.4
8.156,27.6,133.7,55.6,51.3
8.487,37.9,134.4,68,54.6
8.78,29.8,136.3,57.8,52.9
9.019,25.4,127.2,52.4,51.6
8.969,27.5,129.7,57.5,50.1
8.989,28.5,131.4,59.2,50.3
9.008,26.2,130.1,57.1,49.7
8.498,23.7,122.8,55.5,51.1
11.931,38.6,149.3,63.8,55.1
11.391,26.5,142.6,57.7,51.3
5.887,20.6,118,51.6,51.1
6.115,18.8,113,53.6,48.5
6.246,15.7,104.4,45.5,49.5
6.843,23.6,118,55.7,50.7
7.263,27.7,126,59.8,52.7
7.43,23,123.6,50.4,50.6
7.863,28.6,127.9,59,50.3
11.169,32.4,143.5,55.9,50.6
10.676,20.7,122,48.7,49
10.41,39.6,135.3,72.5,51.6
10.364,30.5,140.2,58.3,49.3
7.394,24.2,122.3,54.4,50.7
7.435,24.8,126,55.5,52
9.81,26.8,134.7,54,49.5
10.254,42.8,138.4,76.4,53.5
9.334,24.6,121.5,57.9,49.3
9.621,31.1,132.9,61.8,52.1
5.386,16.5,108,49.4,48.7
5.975,23.2,115.4,58.7,49.9
7.723,25.9,124.6,60.4,50.3
7.506,19.6,123.3,52.3,48
12.057,47.4,149.2,76.3,52.2
12.936,43.1,158.3,66.4,55.2
6.769,17.4,111.4,47.8,48
6.427,20.3,115.6,50.3,49.1
8.652,31,134.1,58.5,54.4
11.232,54.9,148.4,87.8,57.3
11.742,43.6,150.8,72.8,51.8
12.312,33.1,150,58.9,53.4
11.452,38.3,145.1,60.3,55.2
12.572,46.3,155.4,70.9,54.9
9.49,30.8,137.2,53.8,52.9
6.865,20.9,112.6,54.6,49.5
5.586,22.6,119.5,52.4,53.9
14.317,52,163.5,74.1,54.4
13.665,56.5,160.3,71.8,51
13.419,43.4,163,63.3,53.6
9.873,24.2,128.6,51.8,51.8
7.361,25.5,133.8,54.2,51.5
9.852,31,141.5,58.5,53.3
13.63,57.5,166.1,71,57
12.526,47.8,156.5,67.7,53.4
13.093,40.3,153.6,63.6,51.2
13.252,47.4,158.4,66,55.8
11.336,36.4,149.4,60.5,53.1
11.224,36.9,148.9,64.6,53.5
12.624,43.7,162.2,66.5,54.5
14.221,53.3,163.1,67.7,51.8
12.556,54.6,158.8,73.2,53.5
12.594,51.5,152.4,75,53.8
12.408,47.2,159.9,67.1,55
12.854,33.9,141.7,59.4,52.2
11.334,30.6,137,55.3,51.7
11.347,64.5,154.5,85.2,55.9
11.912,60,163.4,77.8,55.5
12.591,56.5,159.4,81.3,53
11.61,42.7,153.1,61.3,52.9
7.613,40.6,138.6,67,53.2
7.539,24.2,125.4,53.9,51.2
9.317,35.9,140,66.8,53.6
10.043,39,144.8,64.3,50.9
10.742,31.3,138.5,59.3,52.6
9.484,26.5,129.9,56.3,52.8
9.832,29.1,133.6,62.7,50.9
10.421,47,146.2,67.9,53.8
10.219,36.6,147.6,62.5,52.7
12.495,42.8,152.8,65.4,52.2
7.219,25.3,124.9,55.7,52.2
6.528,22.7,122.6,56.4,52.7
12.471,32.9,152.6,54.7,49.5
13.219,38.5,151,63.2,50.8
13.139,42.8,168.9,57.5,53.2
11.079,35.5,144.1,58.7,51.9
10.61,32,136.5,59.9,51.2
10.216,35,148.3,62.6,52.5
11.652,47,156.1,66.8,52.9
9.041,29.7,135.6,60.7,51
9.21,35.3,135.8,67.2,51.2
6.684,24,118.7,59.9,50.7
7.153,23,118.7,52.5,51.3
10.824,30.2,141.1,54.2,52
10.61,34.2,149.1,57.4,51.8
10.731,36.4,148.5,60.5,51.3
10.736,30.5,135.1,61.8,49.6
5.838,22.2,116.1,56.9,50.8
6.139,19.1,117.2,50.5,51.5
11.52,28.1,133.4,58.4,52.8
11.871,34.7,149,57.2,52.2
10.435,48.3,155.9,70.9,55
10.997,45,147.9,74,56.7
5.821,22.2,120.2,52.6,52.8
5.273,25.1,119.5,56.3,53.3
7.178,18,112.5,50.1,51.3
6.441,25.2,123.8,54.9,51.1
6.216,23.3,119.2,54.3,50.7
9.397,28.5,135.2,55.4,52.3
9.515,33.6,150.1,56,53.5
5.446,19.1,109,50.9,52.6
6.049,20.7,113.3,52.8,52.7
10.495,27.7,130.6,56.5,50.8
10.838,32.2,141,57.4,54.8
11.167,36.3,138.9,61.2,53.5
8.052,35.5,130.4,60.2,52.5
8.279,46,136.8,81.2,54.9
12.49,43.4,141.3,71.2,52.9
5.645,20.4,107.7,49.6,49.1
5.484,16.7,107.4,45.7,48.3
5.235,20.1,109.9,50,51.8
5.441,20.6,113.9,54.5,51.3
5.438,20,109,52.1,51.4
6.167,20.1,114.6,53.8,52.5
6.189,23.5,120.7,54,51.7
5.578,20,112.5,50.2,50.1
7.547,25.3,126.9,55.9,49.7
3.704,13.7,97.4,48.9,50
6.29,16.4,110.5,45.9,50.8
4.873,16.9,105,50,50.9
3.783,16.1,103.8,48.2,51.3
7.698,22.1,117.3,51.7,49.8
8.46,24.6,126.6,55.4,50.7
9.257,27.6,136.8,53.6,52.7
9.734,30.5,136.7,61.5,52.4
11.917,44.3,150.6,70.7,53
6.591,18.8,110.5,52.4,50.2
8.01,18.2,114.5,48.1,47.8
6.802,31,123.5,68.1,51.1
10.073,27.1,135.6,58.2,50.8
11.884,33.3,146.2,58.5,51.9
11.945,47.5,155.2,78.4,52
11.41,25.1,132.1,54.1,50.4
12.109,26.1,137.5,53.4,49.6
6.331,20.8,114.2,50.4,49.6
6.882,24,118,56.6,52.1
7.654,23.7,121.8,54.7,51.6
11.284,30.9,135.6,56.2,53
11.413,32.4,143.4,54.2,51.5
12.054,47.4,153.4,71.8,53.5
11.454,31.9,143.7,57.1,52.3
12.134,43.6,147.3,70.7,54.7
11.575,32.3,146.7,62.2,52.5
11.232,28.3,140,56,52
13.652,43.7,152.3,63.1,53.9
14.202,55.6,158.7,75.2,55.5
13.715,51.8,168.5,62.4,55.1
14.608,52.6,164.1,70.7,54.3
13.632,29.8,148.4,62.2,54.7
14.035,43.4,162.2,63.4,52.6
13.657,41.3,156.5,61.5,52.3
13.575,58.6,173.1,67.4,56.1
13.216,37.6,143.6,59.7,52
13.356,43.4,154.3,65.4,52.6
12.6,35.8,152.6,64.1,53.8
12.523,46.2,154.3,75.8,53.5
12.739,53,161.6,69.1,54.3
13.931,43.8,161.3,63.5,53
13.465,43.4,147.3,70,54.6
13.687,45.7,158.1,61.1,53.5
13.616,49,155.4,69,55
13.539,45.2,169,68.6,52
14.156,67.6,174.3,93.1,55.9
12.164,48.5,159.9,70.1,53.4
11.547,33.6,138.2,61,52
11.931,37.3,151.9,66.2,50.7
12.093,49.4,155.8,72.1,55
7.041,19.6,117.9,49.9,51.7
6.282,21.5,119.1,48.3,51.4
9.915,34.9,142.6,59.8,51.3
10.473,29.5,138.1,51.2,54.1
12.104,43.6,148,63.7,56.7
5.405,17.7,109.6,47.8,50.8
11.252,33.6,140.7,58.3,54.4
7.539,25.1,126.4,57.7,52.6
7.515,25.4,126.9,54,53.5
10.769,32.1,143.7,59.6,54.1
6.482,21.4,114.7,53.9,52.1
6.304,28.8,123,63.4,52.7
7.72,28.5,128.1,62.1,50.6
7.328,22.8,118.4,50,51.8
7.931,29.6,127.1,68.7,52.9
8.695,24.5,127.6,51.7,53.8
9.479,39,149.9,60.1,53.5
9.399,30.6,138.5,67.4,53.3
11.084,45.5,153,70.8,52.8
11.15,32.1,147.5,62.9,51.7
12.054,42.4,159.9,66.5,53.9
10.569,60.8,156.6,83.2,53
10.243,42.3,150.1,70.4,51.8
10.742,28.8,140.7,57.8,49.7
10.375,45.4,159,67.6,52.1
5.424,19.6,112.1,50.2,49.9
5.832,17.5,111.3,46.7,49.4
6.545,20.9,117.6,50.6,52.1
6.778,29.5,132,55.9,51.7
11.495,52.5,148.4,79.7,53.7
10.909,32.7,143.7,59.3,51.6
10.646,34.4,142.1,63.9,53.4
6.271,19.8,118.1,52.3,52.3
9.821,24.8,130.8,50.9,52.1
11.241,35.8,140,62,53.5
9.479,35.1,145,61.1,53.6
7.665,31,129.8,57.3,51.3
10.076,22.2,125.9,51.4,49
11.191,39,147.3,69.8,52.9
10.26,30.1,139.1,53.2,50.2
11.082,39.3,146.9,67.4,53.7
8.594,27,129.9,55.2,52.2
11.419,44.8,155,69.9,54.2
10.317,35.2,142.6,60.3,51.9
10.821,39.2,146.2,66.2,51
10.358,30,136.6,58.2,52.5
7.339,31.2,128,63.4,53.1
11.854,43.3,149,68.1,52.6
11.668,43.1,151.3,64.9,51.2
6.002,20.5,111.2,52,48.9
5.463,19,110.3,52,49.1
6.167,18.2,117.3,48.9,49.1
7.106,20.4,116.6,52.4,49.7
10.29,30.7,138.6,54.4,55.6
10.942,42.7,148.5,70.3,54.1
6.939,21.4,118,51.3,53.2
6.506,22,121.5,49,49.3
9.41,36.5,138.7,67.2,53.2
10.038,28.6,130.4,56.5,50.4
11.375,33.2,136.1,57,51.9
11.827,34,146.8,60.2,53
6.115,19.6,112.7,49.3,48.6
9.695,39.4,150.8,65.2,52.2
9.358,34.4,137.8,65.8,53
9.61,22.8,124.5,53.4,48.8
9.578,32,138.1,60.5,49.8
9.665,32,136.2,60.2,49.7
9.745,40,141.7,67.2,52
10.756,23,133.5,51.3,48.6
9.904,29.1,142.1,51.7,51.2
8.778,29.2,129.9,66.9,51.3
8.854,24.1,126.2,54.3,48.9
8.641,23.2,127,52.5,50.8
7.397,18.1,109.2,50.7,50.5
7.956,38.7,140.5,68.3,52.4
7.704,28.9,128.5,56.3,52.1
8.457,22.9,120.1,53.4,48.5
9.369,36.2,139.6,64.6,54.3
10.271,33.7,144.1,54.8,51.7
8.824,29.2,136.1,58.7,51.7
9.76,30.2,134.7,54,51.3
9.761,27.1,136.7,53,51.3
9.465,31.8,133.5,63.6,53.8
10.071,36.5,143.6,57.5,53.5
10.734,51.4,146.4,83.3,52.9
9.728,35,139,61.6,52.2
9.797,35.5,137.9,59.2,54.8
2.597,12.2,86.7,44.4,46.5
5.695,22.5,124.1,51.9,52.9
6.013,19.1,110.9,51.5,49.8
4.6,16.6,108.6,46.1,50.8
3.767,13.2,93.2,47.1,50.3
2.495,14.1,93.8,43.3,52.2
2.857,14.8,94.8,44.4,49
3.364,14.8,98.7,47.8,50.1
4.734,16.4,105.9,48.3,49.4
2.243,11.9,87.5,46.2,46.6
4.197,14.5,100,46.9,47.8
4.079,19.4,109.8,53.9,51.3
4.079,15.5,97.8,46.8,49.7
2.424,14,92.3,45.3,50
2.983,14,91.7,44.9,51
2.054,12.4,84.2,46.9,47.3
3.487,14.2,91.8,50.8,50.3
3.824,15.5,102,45.9,49.6
4.287,17,106,49.3,50.4
3.671,14,93.6,46.5,49.7
4.895,19.4,109.5,49.7,49.5
3.621,14.3,98.4,47.2,51
3.986,17.8,101.5,50.1,50.1
2.32,14.3,89.5,49.3,48.4
2.465,13.8,87.6,48.6,49.4
2.386,15.6,91,51.7,50.4
3.638,18.5,103.7,52.1,52.2
3.504,13.6,94.7,47.2,46.4
3.008,16.2,99.7,50.6,50.1
4.227,14.9,98.8,46.8,48.8
3.397,16.1,97.2,48.2,51.4
3.586,14.4,98.2,47.2,49
3.29,18.7,100.3,50.6,51.5
2.032,14.2,87.9,51,49.7
2.547,14.8,97.4,50.6,51
2.241,10.5,83.8,44.1,47.2
3.468,15,97.2,47.1,50.3
2.383,13.1,92.1,44.8,48.7
13.367,49.1,153.3,69.5,53.9
13.386,46.1,158.4,65.7,53.9
13.942,71,159.8,93.7,57.4
14.457,39.2,153.2,61,53.6
13.295,56,166.7,70.6,53.4
13.75,42.3,157.7,63,55.1
13.304,71.8,153.1,83.1,57.5
14.268,68,159.7,87.6,52.9
13.391,40.8,153.8,61.4,56.1
12.578,30.8,140.4,62.2,49.7
12.498,48,150.6,69.2,54.7
15.424,52.4,159.1,70.8,56.4
13.301,51.2,166,64.5,54.6
13.997,58.1,168.8,71.7,54.4
14.745,40.6,158.7,59.7,53.6
13.504,53,163.9,67.4,56
13.082,38.9,154.3,61.9,52.8
13.183,54,165.9,69.5,55.9
13.509,46.1,146.6,62.2,54.2
12.621,43.4,153.2,66.5,52.7
13.463,40,146,58.9,54.9
13.265,31.3,142.8,55.5,56.5
13.857,70,170.7,74.1,56.9
13.789,42.6,154.6,64.3,52.3
13.531,45.4,162.9,65.1,53.8
13.856,49.5,150.6,73.4,52.7
14.254,69,168.1,87.6,59.8
14.75,53,166.9,69.7,55.3
14.372,63.3,173.4,69.1,60.7
14.268,60.4,167.3,71.2,56.6
13.602,38.1,146.6,64.5,53.7
13.728,52.8,162.7,71.7,55.1
13.575,45.4,157.5,63,52.2
4.838,18.9,108.9,49.8,51.1
3.983,15.8,104,46.8,47.8
3.868,15.6,106,45.3,51.1
5.315,17.3,103.1,53.5,46.6
4.747,17.8,106.5,50.3,50.6
4.079,14.6,105,45,47.6
2.175,12,85.8,47.5,49.4
3.769,13.7,96.3,46.5,48.5
3.55,14.7,98.3,48.9,50.8
3.361,12.9,93.8,44.6,47.9
6.224,18,110.1,50.9,50.4
5.726,14.8,106.1,45.6,48.9
3.257,15.9,98.7,48.8,48.9
2.482,10.7,83.3,42.8,45.8
2.367,10.8,88.8,42.1,48.8
2.539,19.4,102.9,50.9,51.9
2.849,14.9,94.1,48.6,49.5
2.863,15.5,95.8,49.3,46.7
4.246,16.2,103,49.2,50.4
2.841,13.2,91.8,48.7,50.8
2.857,15,94.3,50.9,49.5
2.786,13.5,89.3,48.8,48.8
5.983,19.1,117.4,45.1,51.9
5.452,15.5,103.3,50.7,50.1
18.126,71.4,175.6,78.9,55.8
18.213,80.5,185.3,83.2,58.4
18.038,67.3,173.2,77.2,57.6
17.956,67,171.2,75.8,57.2
15.742,53.7,165.5,70.9,54.3
16.515,73.8,173,80.8,58.5
17.334,74.7,174.6,81.7,56.2
14.673,71.5,165.5,83.4,55.9
17.616,72.4,182.2,84.3,57.7
17.147,46.8,167.2,63.5,51.2
17.975,43.9,157.1,62.5,53
17.035,64.2,180,70.8,56
14.534,44.9,158,66.5,55.9
15.183,61.8,169.5,72,55.8
15.989,46.2,151.7,64,51.5
15.967,72,174.7,82.7,56.6
14.816,57.1,173.4,68.4,56.2
14.309,58.7,171.6,70.3,57.3
16.186,63.1,165.3,81.2,54.6
14.736,45.7,162.4,63.4,51.7
