city_name,city_latitude,city_longitude
Grand Country Mobile Home Village, 43.011110, -85.996110
Grand Haven, 43.063070, -86.228390
Grand Island, 45.306960, -83.509700
Grand Island, 46.516610, -86.666830
Grand Junction, 42.404200, -86.073080
Grand Ledge, 42.753370, -84.746380
Grand Ledge Ravines Mobile Home Park, 42.751390, -84.761110
Grand Marais, 46.670810, -85.985170
Grand Rapids, 46.765770, -89.275700
Grand Rapids, 42.963360, -85.668090
Grand Shire Estates Mobile Home Park, 42.651110, -84.077220
Grand Valley, 42.974470, -85.869760
Grand View, 41.841990, -83.402710
Grand View, 45.400290, -84.664200
Grand View Acres, 42.426150, -83.446600
Grand View Beach, 45.456960, -84.585590
Grande Pointe, 42.599480, -82.545180
Grandville, 42.909750, -85.763090
Grange Corners, 42.577530, -86.190590
Granite Bluff, 45.939400, -88.053740
Granite Island, 46.720760, -87.411530
Grant, 43.336130, -85.810880
Grant Center, 43.770860, -85.402820
Grape, 41.963660, -83.539380
Grape Island, 46.046690, -83.721950
Grape Island, 45.780000, -85.420640
Grass Island, 45.035570, -83.439140
Grass Island, 42.597810, -82.781580
Grass Lake, 42.250870, -84.213010
Grassy Island, 42.224210, -83.134650
Grattan, 43.084200, -85.381130
Gravel Island, 46.077500, -85.305640
Gravel Island, 45.934460, -83.767500
Gravelly Island, 45.521650, -86.725960
Gravelly Island, 45.957800, -84.258080
Grawn, 44.662500, -85.693690
Grayling, 44.661400, -84.714750
Great Lakes Beach, 43.216970, -82.522150
Great Northern Trailer Court, 46.305000, -85.485560
Greater Galesburg, 42.281430, -85.454220
Green, 46.837440, -89.439870
Green Acres Mobile Home Park, 43.222780, -85.713330
Green Garden, 46.438550, -87.279310
Green Haven, 46.538870, -86.015710
Green Island, 42.566150, -82.679910
Green Island, 48.162370, -88.556460
Green Island, 45.835010, -84.749770
Green Isle, 48.069880, -88.777570
Green Lake, 42.745000, -85.600280
Green Meadow Village Mobile Home Park, 42.852220, -85.659170
Green Oak, 42.492530, -83.698000
Green Point, 43.383910, -83.973030
Green River, 44.989170, -85.055330
Green Timbers, 45.171680, -84.541140
Greenbriar Estates Mobile Home Park, 43.125560, -85.262780
Greenbriar Village Mobile Home Park, 43.992780, -84.497500
Greenbush, 44.587790, -83.316360
Greenfield Island, 46.241100, -85.793460
Greenfield Park, 42.335040, -85.137210
Greenfield Village, 42.305320, -83.224650
Greenland, 46.779380, -89.101810
Greenville, 43.177530, -85.252800
Greenwood, 44.176130, -84.156670
Greenwood, 46.487160, -87.755970
Gregory, 42.458370, -84.084400
Gregoryville, 47.186040, -88.392620
Greilickville, 44.783060, -85.638690
Gresham, 42.641420, -84.895270
Grind Stone City, 44.050290, -82.900780
Groos, 45.811630, -87.103190
Gros Cap, 45.870290, -84.827830
Grosse Ile, 42.129470, -83.151760
Grosse Pointe, 42.386150, -82.911860
Grosse Pointe Farms, 42.409200, -82.891860
Grosse Pointe Park, 42.375870, -82.937420
Grosse Pointe Shores, 42.436700, -82.876860
Grosse Pointe Woods, 42.443650, -82.906860
Groveland Corners, 42.816140, -83.547720
Groveton, 43.242530, -84.129140
Guernsey Lake Mobile Home Court, 42.552780, -85.406110
Gull Island, 44.017510, -83.441360
Gull Island, 43.651970, -83.853590
Gull Island, 45.702500, -85.838700
Gull Island, 46.170570, -84.217530
Gull Island, 45.509990, -86.719570
Gull Island, 45.720010, -84.426700
Gull Island, 46.949920, -87.957070
Gull Island, 42.530310, -82.682130
Gull Island, 45.056400, -83.231910
Gull Islands, 48.262090, -88.264790
Gull Lake, 42.370870, -85.386670
Gulliver, 45.993030, -86.012070
Gun River Mobile Estates, 42.472220, -85.637780
Gun River West Mobile Home Park, 42.460000, -85.648610
Gunnisonville, 42.813090, -84.523040
Gunther Mobile Home Court, 43.095280, -83.673060
Gustin, 44.627240, -83.414420
Guthrie, 42.302540, -84.069120
Gwinn, 46.281060, -87.440970
Haakwood, 45.302780, -84.618060
Hadley, 42.954470, -83.403280
Hagensville, 45.333350, -83.781940
Hale, 44.377790, -83.804710
Hallers Corners, 42.694750, -83.703560
Halls Corner, 43.539750, -85.224750
Hamburg, 42.448650, -83.801610
Hamburg Hills Estates Mobile Home Park, 42.433330, -83.808890
Hamilton, 42.677250, -86.006150
Hamlin Lake, 44.022500, -86.455640
Hamlin Mobile Home Community, 42.638890, -84.153330
Hammell Beach, 44.093910, -83.580250
Hammond, 45.497230, -84.036950
Hamtramck, 42.392820, -83.049640
Hancock, 47.126870, -88.580960
Hand, 42.253650, -83.272980
Hangore Heights, 45.439460, -84.295300
Hannah, 44.584720, -85.635630
Hannahville, 45.652470, -87.346240
Hanover, 42.101150, -84.551900
Hanover Village Apartments Mobile Home Park, 42.636940, -85.280000
Hansen, 45.239420, -87.613170
Happy Island, 44.346960, -83.936660
Harbert, 41.871990, -86.628910
Harbor Beach, 43.844740, -82.651320
Harbor Island, 43.073350, -86.225330
Harbor Island, 46.059740, -83.751950
Harbor Point, 45.421950, -84.986440
Harbor Springs, 45.431680, -84.992000
Harbor Springs Estate, 45.436940, -84.978610
Harbor View, 45.342790, -83.486930
Hard Luck, 44.071690, -84.193050
Hardwood, 45.961620, -87.691240
Hardwood Acres, 44.719580, -85.821940
Hardwood Island, 46.315820, -85.785130
Haring, 44.298620, -85.413110
Harlan, 44.456950, -85.819520
Harlem, 42.870580, -86.113650
Harmon City Heights, 44.133630, -83.569140
Harper Woods, 42.433090, -82.924080
Harrietta, 44.310010, -85.697840
Harrington Island, 47.158260, -88.635120
Harris, 45.703580, -87.345410
Harris Island, 46.093080, -83.797780
Harrisburg, 43.191970, -85.873940
Harrison, 42.588060, -82.817840
Harrison, 44.019190, -84.799470
Harrison Beach, 45.980530, -86.301530
Harrison Mobile Home Estates, 44.009170, -84.795280
Harrisville, 44.656400, -83.294690
Harsens Island, 42.581590, -82.566800
Hart, 43.698340, -86.363970
Hart Island, 46.091130, -83.985840
Hartford, 42.206710, -86.166690
Hartland, 42.656700, -83.753000
Hartland Meadows Mobile Home Park, 42.634720, -83.691110
Hartley, 46.391060, -89.816000
Hartman, 42.014490, -86.324460
Harvard, 43.194470, -85.416690
Harvey, 46.494660, -87.354310
Haslett, 42.746980, -84.401080
Hastings, 42.645870, -85.290840
Hastings Island, 48.046270, -88.694240
Hat Island, 47.983220, -88.773130
Hat Island, 45.815840, -85.300080
Hatchs, 44.826940, -85.681190
Hatmaker, 41.847550, -85.121360
Hatton, 43.922800, -84.818630
Hautala Corner, 46.520780, -90.155730
Haven Island, 45.997240, -84.429760
Havenview Mobile Home Court, 43.734720, -85.505830
Hawk Island, 48.103210, -88.725630
Hawkhead, 42.469470, -86.207250
Hawkins, 43.800570, -85.603110
Hawks, 45.301960, -83.887500
Hawthorne, 42.773370, -82.472690
Hazel, 46.148010, -88.744580
Hazel, 46.789930, -88.717910
Hazel Park, 42.462540, -83.104090
Hazelhurst, 41.878380, -86.628630
Heather Hill Estates Mobile Home Park, 43.004170, -83.758610
Hebards, 47.284920, -88.297330
Heimforth, 44.857500, -85.708970
Heisterman Island, 43.854180, -83.438850
Helen Island, 44.565010, -85.353390
Helena, 46.218280, -87.272360
Helena, 43.774740, -82.690760
Hell, 42.434760, -83.984950
Helmer, 46.266380, -85.715680
Helps, 45.930790, -87.598740
Hemans, 43.461690, -83.089390
Hemlock, 43.414750, -84.230540
Hemlock, 44.278070, -83.703870
Hemlock Island, 42.066390, -86.173060
Hen Island, 46.314190, -84.133080
Henderson, 43.086410, -84.195250
Hendricks, 45.980510, -87.353190
Heritage Hills Mobile Home Park, 43.890560, -86.400000
Herman, 46.666880, -88.367080
Hermansville, 45.711080, -87.602070
Heron Island, 48.126260, -88.503130
Herrick, 43.800580, -84.706680
Herrington, 43.060300, -85.828370
Herron, 45.023070, -83.646930
Hersey, 43.848630, -85.444490
Hesperia, 43.568900, -86.039510
Hessel, 46.004180, -84.425870
Hetherton, 45.012510, -84.370010
Hi-Way Mobile Haven, 42.602780, -84.772220
Hi-Way Trailer Court, 42.955000, -83.654170
Hiawatha, 46.117470, -86.261810
Hiawatha Location, 46.073840, -88.644850
Hiawatha Trailer Park, 44.000560, -83.103610
Hickory Corners, 42.441430, -85.375560
Hickory Haven Mobile Home Community, 42.501670, -84.650830
Hickory Hills Village Mobile Home Park, 42.224440, -85.177220
Hickory Island, 42.087540, -83.155480
Hickory Ridge, 42.679750, -83.664950
Hidden Creek Manufactured Home Community, 41.737780, -83.693890
Hidden Forest Mobile Home Park, 43.960000, -86.371670
Hidden Oaks Mobile Home Park, 43.115280, -86.152780
Hidden Valley Mobile Home Community, 42.992500, -84.999170
Higbee Corner, 43.542250, -85.392540
Higgins Lake, 44.483630, -84.779750
High Banks, 45.643620, -84.267240
High Island, 45.724440, -85.672030
Highland, 44.145570, -85.266430
Highland, 42.638090, -83.617170
Highland Hills Mobile Home Park, 42.316670, -85.605560
Highland Park, 42.395870, -85.419730
Highland Park, 42.405590, -83.096870
Highlands Mobile Home Park, 43.122220, -83.669720
Highwood, 43.927250, -84.306390
Higman Park, 42.130590, -86.468910
Hill Island, 45.983910, -84.313640
Hill's Haven Mobile Home Park, 41.879170, -86.357780
Hill's Mobile Home Park, 43.463060, -85.961110
Hillanlake Village Mobile Home Park, 42.088570, -84.196910
Hillcrest, 46.492170, -90.156290
Hillcrest, 44.464740, -84.773090
Hillcrest Acres Mobile Home Park, 42.322500, -85.606940
Hillcrest Mobile Home Park, 43.192780, -86.224440
Hillcrest Orchard, 41.849490, -83.476600
Hilliards, 42.674750, -85.728360
Hillman, 45.059180, -83.901110
Hills Corners, 41.885040, -86.475300
Hillsdale, 41.920050, -84.630510
Hillsdale Mobile Village, 41.943330, -84.650830
Hillside Acres Mobile Home Park, 41.884720, -84.713060
Hilltop, 44.611670, -85.656180
Hilltop Mobile Home Park, 43.031940, -85.631110
Hillview Mobile Estates, 42.185560, -86.296390
Hinchman, 41.972270, -86.427240
Hiram, 43.344720, -85.483330
Hobart, 44.182790, -85.448390
Hockaday, 44.087800, -84.427230
Hodunk, 42.014770, -85.061640
Hog Island, 46.491690, -84.269480
Hog Island, 45.792500, -85.363690
Hog Island, 48.157650, -88.471740
Holiday Gardens Mobile Home Park, 42.750560, -85.583330
Holiday Manor Park, 42.278330, -84.315280
Holiday Mobile Home Park, 42.697220, -85.777780
Holiday South Mobile Home Park, 41.909720, -83.436670
Holiday Terrace Mobile Home Park, 43.673330, -85.245830
Holiday Village Mobile Home Park, 43.066670, -83.667220
Holiday Village Mobile Home Park, 43.953330, -86.322220
Holiday West Village Mobile Home Park, 42.831940, -86.152220
Holland, 42.787520, -86.108930
Holloway, 41.935050, -83.914390
Holly, 42.791970, -83.627730
Hollywood, 42.014490, -86.455850
Hollywood, 42.492810, -86.238920
Holsinger Island, 45.975020, -84.341140
Holt, 42.640590, -84.515250
Holt Manor Mobile Home Park, 42.651390, -84.530560
Holt's Mobile Home Court, 43.074170, -83.669440
Holton, 43.413350, -86.079500
Holy Corners, 42.811700, -85.526690
Holy Island, 45.231950, -85.166730
Homecrest Villa Mobile Home Park, 42.535000, -85.877220
Homeier, 46.772420, -87.679850
Homer, 42.145880, -84.808860
Homer Location, 46.116620, -88.658470
Homestead, 46.338070, -84.122530
Honor, 44.663890, -86.018150
Hooks Corner, 41.827820, -86.668360
Hooper, 42.510310, -85.562790
Hoovers Corners, 43.100300, -84.305530
Hope, 43.764470, -84.338050
Hopkins, 42.623640, -85.760300
Hopkinsburg, 42.618920, -85.702800
Horn Island, 48.155980, -88.476460
Horner Island, 48.141820, -88.607570
Horr, 43.683640, -85.047530
Horse Island, 42.081990, -83.184930
Horseshoe Island, 45.300570, -83.491090
Horseshoe Island, 45.773610, -85.361470
Horton, 42.150320, -84.517180
Horton Bay, 45.284450, -85.078950
Houghton, 47.121870, -88.569010
Houghton Lake, 44.314740, -84.764750
Houghton Lake Heights, 44.327520, -84.774470
Houghton Point, 44.372240, -84.759190
Houle, 45.705520, -87.396800
Houseman, 44.613060, -85.308390
Howard City, 43.395580, -85.467820
Howard Island, 46.032800, -83.753890
Howardsville, 42.025050, -85.718330
Howe Island, 48.164870, -88.458680
Howell, 42.607260, -83.929400
Howlandsburg, 42.335040, -85.403610
Hoxeyville, 44.193900, -85.714510
Hoytville, 42.741150, -84.896100
Hubbard Lake, 44.873620, -83.587200
Hubbard Lake, 44.759730, -83.544420
Hubbardston, 43.092260, -84.842220
Hubbell, 47.173260, -88.429280
Hubbels Island, 42.661700, -83.568830
Huber, 43.611960, -85.999230
Hudson, 41.855050, -84.353840
Hudson Mills, 42.387260, -83.916890
Hudsonville, 42.870860, -85.865040
Hulbert, 46.354180, -85.150090
Humboldt, 46.495490, -87.887080
Humboldt Mine, 46.483830, -87.897910
Humphrey, 44.471950, -86.060360
Hunters Creek, 42.985580, -83.293830
Hunters Creek Estates Mobile Home Park, 43.669440, -85.323610
Hunters Creek Mobile Home Community, 43.035560, -83.316670
Hunters Glen Mobile Home Park, 42.732500, -85.657500
Huntington Run Mobile Home Park, 42.258300, -85.671490
Huntington Woods, 42.480590, -83.166870
Huntspur, 46.041930, -85.854280
Huntsville Park, 43.597780, -83.164720
Huron Beach, 45.491680, -84.093340
Huron City, 44.029180, -82.832720
Huron Heights, 44.140020, -83.569140
Huron Islands, 46.954370, -87.977350
Huron Mountain, 46.887140, -87.865400
Huron Oaks, 44.226960, -83.549980
Huron River Mobile Home Park, 42.046390, -83.225000
Huron Shores Estates Mobile Home Park, 43.459170, -82.551390
Huronia Heights, 43.212250, -82.522700
Hurontown, 47.110210, -88.574010
Hyde, 45.733580, -87.202630
Hyde Park, 44.216960, -83.552750
Hylas, 45.957180, -87.679580
Ida, 41.910880, -83.573550
Ida Center, 41.866160, -83.571320
Ideal Villa Mobile Home Park, 42.945280, -83.313610
Idlewild, 43.886960, -85.802560
Ile aux Galets, 45.676400, -85.173120
Imlay City, 43.024750, -83.077720
Imperial Heights, 46.533550, -88.131250
Imperial Mobile Homes, 42.761940, -84.744440
Ina, 44.116960, -85.286710
Independence Commons Mobile Home Park, 42.631390, -84.749440
Indian Cove Estates Mobile Home Park, 41.926670, -85.193890
Indian Grove, 42.388640, -86.282810
Indian Island, 45.324740, -83.551650
Indian Island, 41.747270, -83.453540
Indian Lake, 42.005050, -86.209740
Indian River, 45.412510, -84.612540
Indian Town, 46.408840, -86.563220
Indian Village Mobile Home Park, 42.219440, -84.354720
Indiantown, 45.704410, -87.377070
Indiantown, 43.472250, -83.836640
Indianville, 45.510830, -84.716390
Ingalls, 45.376920, -87.611230
Ingallston, 45.211370, -87.527610
Ingleside, 45.600000, -84.711110
Inkster, 42.294200, -83.309930
Inland, 46.038040, -85.869000
Inner Hill Island, 48.119040, -88.522290
Inner Island, 47.973770, -88.819250
Interlochen, 44.644720, -85.767300
Inverness Mobile Home Community, 41.730560, -83.564720
Ionia, 42.987250, -85.071120
Iron Mountain, 45.820230, -88.065960
Iron River, 46.092730, -88.642350
Irons, 44.140010, -85.915900
Ironton, 45.256120, -85.186730
Ironwood, 46.454670, -90.171010
Iroquois Island, 46.491690, -84.682560
Irving, 42.688370, -85.418070
Isabella, 45.897470, -86.605700
Isabella Mobile Home Park, 43.603890, -84.745560
Isadore, 44.877780, -85.773700
Ishaward, 44.813350, -84.839480
Ishpeming, 46.488550, -87.667640
Island Number Eight, 45.978350, -84.316140
Island Number Four, 46.473350, -84.287540
Island Number One, 46.480580, -84.293090
Island Number Three, 46.476130, -84.301150
Island Number Two, 46.476130, -84.297810
Island View, 45.639410, -87.197630
Isle Royale, 48.000440, -88.833410
Ithaca, 43.291700, -84.607500
Iva, 43.463360, -84.269430
Ivanhoe, 43.705570, -83.094110
Iyopawa Island, 41.813660, -84.973300
Jacks Landing, 44.672500, -85.454230
Jackson, 42.245870, -84.401350
Jackson Mobile Home Park, 42.220560, -84.386110
Jackson Trailer Park, 42.468060, -83.031940
Jacobsville, 46.980760, -88.410120
James Island, 46.049740, -83.691110
Jamestown, 42.825580, -85.842530
Jasper, 41.793380, -84.040500
Jeddo, 43.151690, -82.583260
Jefferson, 42.108930, -84.289950
Jenison, 42.907250, -85.791980
Jennings, 44.332790, -85.298100
Jericho Corners, 42.345830, -86.205560
Jerico, 41.971990, -86.533350
Jerome, 42.026990, -84.469390
Jerusalem, 42.274760, -83.981890
Jessieville, 46.454670, -90.131280
Jim Island, 46.054740, -83.685000
Johannesburg, 44.985570, -84.455850
Johns Island, 47.888780, -89.241760
Johnson Island, 48.147930, -88.584510
Johnson Landing, 45.273310, -87.465670
Johnswood, 45.950850, -83.622220
Jones, 41.902550, -85.799440
Jones Island, 45.980020, -83.881670
Jonesville, 41.984210, -84.661900
Joppa, 42.188100, -85.217490
Jordan, 43.655310, -84.728070
Jossman Acres, 42.764750, -83.470780
Joys Island, 46.531120, -85.291220
Juddville, 43.058640, -83.987470
Judy's Mobile Home Court, 41.776940, -86.775830
Jugville, 43.534180, -85.860610
Juhl, 43.359750, -82.946330
Junet, 46.509390, -90.197950
Juniata, 43.349750, -83.462180
Juniper, 46.358010, -86.590440
K I Sawyer, 46.333330, -87.380560
K. I. Sawyer Air Force Base, 46.346510, -87.386320
Kaiserville, 42.431850, -84.032240
Kalamazoo, 42.291710, -85.587230
Kalamo, 42.542810, -85.012770
Kaleva, 44.373340, -86.010360
Kalkaska, 44.734170, -85.175890
Kamloops Island, 48.075440, -88.785630
Kampvilla Mobile Home Park, 44.483890, -86.115280
Karlin, 44.578340, -85.783410
Karrs Corner, 43.451410, -83.581350
Katakitckon Indian Village, 46.151340, -89.090970
Kauslers Island, 41.891160, -83.376320
Kawkawlin, 43.651970, -83.943040
Kearsarge, 47.274920, -88.416230
Kearsley Lake Terrace Mobile Home Park, 43.056390, -83.639170
Keego Harbor, 42.608090, -83.343820
Keelans Corner, 44.337790, -85.075600
Keeler, 42.112820, -86.166680
Keewahdin, 43.039750, -82.444360
Kelden, 46.215850, -84.290310
Kells, 45.434420, -87.709000
Kellys Corners, 43.235560, -85.947500
Kelso Junction, 46.147170, -88.253750
Kendall, 42.361700, -85.813350
Kenneth, 46.098620, -84.931170
Keno, 44.472240, -84.410570
Kensington Meadows Mobile Home Park, 42.682220, -84.609000
Kent City, 43.220020, -85.751150
Kent City Mobile Home Park, 43.216670, -85.720280
Kenton, 46.485500, -88.894030
Kentucky, 46.265230, -86.630990
Kentwood, 42.869470, -85.644750
Kerby, 42.999470, -84.069130
Kerin Island, 45.839360, -84.736830
Kerr Hill, 42.896140, -83.396060
Kessington, 41.776720, -85.896940
Keswick, 44.928890, -85.653690
Kew, 45.158590, -87.615940
Kewadin, 44.928610, -85.373130
Keweenaw Bay, 46.860210, -88.481790
Key Heights Village Mobile Home Park, 42.930830, -85.386670
Key Mobile Home Court, 43.984720, -84.356110
Kibbie, 42.418920, -86.187530
Kiernan, 46.145500, -88.179860
Killarney Beach, 43.692240, -83.922480
Killmaster, 44.631680, -83.451360
Kilmanagh, 43.756130, -83.356900
Kimball, 42.948090, -82.562420
Kimball Location, 46.088010, -88.329580
Kimberly Estates Mobile Home Park, 41.991670, -83.367220
Kinde, 43.939460, -82.996890
Kinderhook, 41.796720, -85.005240
King Arthur Mobile Home Park, 42.787500, -84.516670
King's Court Mobile Home Park, 44.728330, -85.608330
Kings Corner, 43.249200, -85.073350
Kings Court Mobile Park, 41.887500, -84.021670
Kings Landing, 42.043650, -86.397520
Kings Mill, 43.142250, -83.172720
Kingsbrook Mobile Home Estates, 42.927780, -83.050560
Kingsford, 45.794960, -88.072070
Kingsland, 42.588930, -84.651650
Kingsley, 44.584730, -85.535900
Kingsley, 45.925790, -87.263190
Kingsley Beach, 45.398610, -84.656670
Kingsley Mobile Park, 42.250560, -83.559720
Kingston, 43.414470, -83.185780
Kinneville, 42.466430, -84.571090
Kinney, 43.015860, -85.768370
Kinross, 46.275020, -84.514770
Kipling, 45.873300, -87.011810
Kirkwood Community Mobile Home Park, 43.029720, -83.644440
Kiva, 46.253840, -87.084590
Kline's Resort Trailer Park, 42.048890, -85.522500
Klingers, 41.793110, -85.526100
Klingville, 46.967710, -88.477900
Kneeland, 44.710570, -84.091390
Knights Mill, 44.120020, -83.951100
Knollwood Estates Mobile Home Park, 42.974170, -85.896670
Kochville, 43.501140, -83.945530
Koss, 45.390530, -87.706500
Kris Kay Mobile Home Park, 43.400560, -84.133330
Kristana Mobile Home Park, 42.772220, -84.539440
Kurtz, 44.561130, -83.645540
L and M Trailer Park, 46.482780, -84.404170
L'Anse, 46.756600, -88.452910
L'Anse Mobile Home Court, 46.743060, -88.431940
La Grande Mobile Home Court, 42.915280, -85.759720
La Grange, 41.954210, -86.041680
La Pointe Island, 46.039190, -83.726950
La Salle, 41.867820, -83.452160
La Salle Island, 45.975300, -84.335580
Labarge, 42.811980, -85.487520
LaBranche, 45.877460, -87.469020
Lac La Belle, 47.384360, -88.018720
Lacey, 42.493090, -85.191110
Lachine, 45.077510, -83.716100
Lacota, 42.413640, -86.129750
Ladoga, 46.281890, -87.054870
LaFayette Landing, 46.799110, -89.840720
Lafayette Place Mobile Home Park, 42.450830, -83.076390
Lagoon Beach, 43.661130, -83.889980
Laing, 43.520570, -82.933830
Laingsburg, 42.890310, -84.351360
Lake, 43.851970, -85.005310
Lake Angeline, 46.478270, -87.675970
Lake Angelus, 42.698640, -83.316600
Lake Ann, 44.723890, -85.843140
Lake Bluff, 45.812470, -87.057360
Lake City, 44.335290, -85.215050
Lake Fenton, 42.846140, -83.707730
Lake Forest Mobile Home Park, 43.382220, -85.777780
Lake George, 43.963350, -84.946970
Lake Gogebic, 46.576610, -89.611270
Lake Haven Estates Mobile Home Park, 46.285000, -87.336390
Lake Huron Beach, 44.233070, -83.547480
Lake in the Hills Mobile Home Park, 42.685280, -83.240000
Lake Isabella, 43.643640, -84.997250
Lake Leelanau, 44.980830, -85.715080
Lake Linden, 47.194090, -88.407340
Lake Margrethe, 44.641680, -84.770310
Lake Michigan Beach, 42.220870, -86.369470
Lake Michigan Heights Mobile Home Park, 45.369720, -84.947220
Lake Michigan Heights Mobile Home Park, 45.314440, -85.250560
Lake Mine, 46.775220, -89.045970
Lake Odessa, 42.784760, -85.138340
Lake Orion, 42.784480, -83.239660
Lake Orion Heights, 42.770310, -83.264110
Lake Region Mobile Home Park, 41.945830, -84.883890
Lake Roland, 46.884380, -88.864020
Lake Superior Estates, 46.469440, -84.350000
Lake Terrace Mobile Court, 45.326110, -85.233330
Lakecrest Mobile Home Park, 41.979170, -85.036110
Lakefield, 43.346420, -84.330540
Lakeland, 42.463370, -83.844110
Lakeport, 43.115030, -82.490200
Lakeshore Estates Mobile Home Park, 45.176670, -83.458330
Lakeshore Mobile Estates Park, 42.008060, -86.520830
Lakeside, 41.849210, -86.667800
Lakeside, 42.835860, -83.706620
Lakeside, 42.565030, -82.839080
Lakeside Mobile Court, 43.053060, -83.654170
Lakeside Mobile Home Community, 43.124170, -85.363890
Laketon, 46.342770, -85.748460
Lakeview, 43.446420, -85.274200
Lakeview, 41.833370, -86.692800
Lakeview, 42.298380, -85.211100
Lakeview, 47.273810, -88.473730
Lakeview Estates Mobile Home Park, 42.931670, -84.000560
Lakeview Homes Mobile Home Park, 43.433060, -85.263060
Lakeview Mobile Home Park, 42.200000, -83.566110
Lakeview Mobile Home Village, 45.222220, -85.014720
Lakeview Mobile Park, 42.796670, -86.124440
Lakeview Village Mobile Home Park, 43.880560, -84.501390
Lakeville, 42.821420, -83.150210
Lakewood, 43.376680, -86.236450
Lakewood, 45.190850, -83.433870
Lakewood, 42.278650, -85.540840
Lakewood, 46.496880, -87.345140
Lakewood Club, 43.371120, -86.260340
Lakewood Mobile Home Estates, 41.838330, -86.646110
Lakewood Mobile Home Park, 43.787500, -86.427220
Lambert, 45.839690, -87.095140
Lambertville, 41.765880, -83.627990
Lambs, 42.932810, -82.708260
Lamont, 43.008630, -85.906150
Lanewood, 42.327260, -84.022450
Langport, 43.365030, -84.389710
Langston, 43.313920, -85.243910
Lansing, 42.732530, -84.555530
Lapeer, 43.051420, -83.318830
Lapeer Heights, 43.008640, -83.594950
Lapeer Meadows Mobile Home Park, 43.068060, -83.298610
Laporte, 43.496420, -84.188870
Larch, 45.789690, -87.064580
Larkin, 43.722800, -84.247220
Larson Beach, 44.800850, -83.523590
Larus Island, 46.611320, -87.430970
Lathrop, 46.148010, -87.222090
Lathrup Village, 42.496420, -83.222710
Laurium, 47.237430, -88.443170
Lavender Corner, 46.501650, -85.939870
Lawndale, 43.480860, -84.034420
Lawndale, 42.286430, -85.462220
Lawndale Estates Mobile Home Park, 43.475000, -84.036110
Lawrence, 42.219210, -86.051410
Lawrence Manor Mobile Home Park, 42.563890, -84.844440
Lawrence Mobile Home Park, 42.211670, -86.052220
Lawson, 46.329670, -87.136530
Lawton, 42.167260, -85.846950
Layton Corners, 43.175860, -83.988300
Le Lac Appelle, 42.278090, -86.301410
Le Roy, 44.038070, -85.453940
Leapers, 45.787180, -87.694570
Leaton, 43.670030, -84.708350
Lee, 42.450870, -86.090860
Lee Center, 42.406980, -84.888600
Lee Villa Mobile Home Park, 41.961390, -84.968060
Leelanau Schools, 44.915270, -85.970920
Leelanau Shores, 44.892220, -85.693420
Leer, 45.197790, -83.739430
Leetsville, 44.793340, -85.144780
Leffingwell Estates Mobile Home Park, 41.841670, -84.359720
Legrand, 45.403620, -84.450310
Leisure, 42.469470, -86.168360
Leisure Estates Mobile Home Park, 42.813890, -86.120560
Leisure Village Mobile Home Park, 43.059720, -85.554170
Leland, 45.023050, -85.759810
Lemon Park, 42.152270, -85.498610
Lenawee Junction, 41.884490, -83.943830
Lencel, 46.350280, -85.429550
Lennon, 42.984450, -83.930020
Leonard, 42.865310, -83.142710
Leoni, 42.243920, -84.269120
Leonidas, 42.022830, -85.351930
Leota, 44.139460, -84.889470
Leroy, 45.220010, -83.520810
Les Cheneaux Islands, 45.959460, -84.324750
Leslie, 42.451430, -84.432470
Leslie's Mobile Home Village, 42.480830, -82.944440
Lesterville, 42.957810, -82.905490
Level Park, 42.360320, -85.272500
Level Park-Oak Park, 42.364180, -85.266500
Levering, 45.635840, -84.786990
Lewer Pewabic, 47.151590, -88.560400
Lewiston, 44.883900, -84.305570
Lewisville, 43.944460, -82.834940
Lexington, 43.268080, -82.530760
Lexington Heights, 43.225030, -82.524650
Lexington Mobile Home Park, 43.275280, -82.530560
Liberty, 42.102260, -84.400510
Liberty Corners, 41.749770, -83.587160
Lickly Corners, 41.796440, -84.458280
Life O'Riley Mobile Home Park, 42.660000, -84.565280
Lighthouse Island, 46.962420, -87.999570
Lilley, 43.770850, -85.850620
Lima Center, 42.295870, -83.957450
Lime Creek, 41.765610, -84.329670
Lime Island, 46.086410, -83.998900
Limestone, 46.260780, -86.929310
Liminga, 47.156040, -88.698180
Lincoln, 42.157260, -83.601050
Lincoln, 44.684740, -83.412190
Lincoln, 45.973910, -83.656390
Lincoln Estates Mobile Home Park, 42.756670, -86.095830
Lincoln Junction, 44.492510, -83.353300
Lincoln Park, 42.250590, -83.178540
Linden, 42.814470, -83.782450
Linden Hills, 42.304200, -86.324750
Linden Mobile Home Park, 41.761940, -85.941670
Linden Place Mobile Home Court, 42.966670, -83.779170
Linkville, 43.758070, -83.267180
Linwood, 43.739190, -83.962210
Linwood Beach, 43.723910, -83.943590
Lisbon, 43.147220, -85.789170
Liske, 45.334180, -83.741100
Litchfield, 42.043930, -84.757460
Little Cass Island, 46.060580, -83.895010
Little Charity Island, 44.002510, -83.466080
Little Gem Mobile Home Court, 42.543610, -85.641670
Little Gull Island, 45.498880, -86.714570
Little Hog Island, 46.070000, -85.290360
Little Island, 45.971960, -84.283640
Little Island, 45.788050, -85.502590
Little Killarney Beach, 43.684190, -83.917760
Little La Salle Island, 45.959740, -84.343640
