"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-14","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.0","H,,S","28.9",",,W","15.0",",,W","  210",",,W","  210",",,W","6.3",",,W","8.5",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-15","4.0",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.0","H,,S","31.1",",,W","20.0",",,W","  180",",,W","  190",",,W","7.2",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-16","2.3",",,W",,,"10.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.9","H,,S","26.1",",,W","20.0",",,W","   60",",,W","   10",",,W","5.4",",,W","6.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-17","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.6","H,,S","30.6",",,W","16.7",",,W","  200",",,W","  250",",,W","7.2",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-18","4.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.5","H,,S","32.8",",,W","18.9",",,W","  200",",,W","  210",",,W","10.3",",,W","13.4",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-19","5.1",",,W",,,"16.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.8","H,,S","28.3",",,W","21.1",",,W","  240",",,W","  250",",,W","13.0",",,W","18.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-20","3.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.5","H,,S","28.9",",,W","18.9",",,W","  270",",,W","  280",",,W","8.9",",,W","11.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-21","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.3","H,,S","28.3",",,W","18.3",",,W","  210",",,W","  200",",,W","6.3",",,W","8.5",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-22","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.6","H,,S","28.9",",,W","19.4",",,W","  250",",,W","  260",",,W","8.9",",,W","11.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-23","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.8","H,,S","28.9",",,W","16.7",",,W","   20",",,W","   50",",,W","5.8",",,W","7.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-24","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.5","H,,S","28.3",",,W","15.0",",,W","  360",",,W","   70",",,W","5.4",",,W","7.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-25","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.4","H,,S","31.1",",,W","16.1",",,W","  260",",,W","  220",",,W","5.8",",,W","7.6",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-26","4.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.4","H,,S","33.9",",,W","20.0",",,W","  200",",,W","  270",",,W","9.4",",,W","12.1",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-27","5.0",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.9","H,,S","30.6",",,W","19.4",",,W","  260",",,W","  270",",,W","8.9",",,W","11.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-28","4.8",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.6","H,,S","29.4",",,W","17.8",",,W","  260",",,W","  280",",,W","9.8",",,W","13.9",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-29","3.3",",,W",,,"8.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.1","H,,S","30.0",",,W","18.9",",,W","  260",",,W","  250",",,W","7.2",",,W","9.4",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-30","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.9","H,,S","27.2",",,W","15.0",",,W","   70",",,W","  360",",,W","4.5",",,W","6.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-07-31","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.5","H,,S","27.8",",,W","15.0",",,W","   50",",,W","   60",",,W","6.3",",,W","8.1",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-01","1.7",",,W",,,"0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","20.9","H,,S","25.0",",,W","15.0",",,W","  130",",,W","  130",",,W","4.5",",,W","6.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-02","3.7",",,W",,,"28.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","20.2","H,,S","25.0",",,W","17.2",",,W","  310",",,W","  340",",,W","7.2",",,W","11.6",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-03","2.8",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","20.6","H,,S","26.1",",,W","15.6",",,W","   10",",,W","   10",",,W","7.2",",,W","10.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-04","2.6",",,W",,,"0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","16.8","H,,S","21.7",",,W","12.2",",,W","   10",",,W","   10",",,W","5.8",",,W","8.1",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-05","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","17.2","H,,S","24.4",",,W","9.4",",,W","  250",",,W","  270",",,W","7.6",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-06","0.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","18.4","H,,S","25.6",",,W","11.1",",,W","   50",",,W","   60",",,W","5.4",",,W","6.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-07","0.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","19.4","H,,S","27.2",",,W","11.1",",,W","   50",",,W","   60",",,W","4.5",",,W","6.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-08","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","20.8","H,,S","28.3",",,W","12.8",",,W","  190",",,W","  160",",,W","7.2",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-09","4.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.3","H,,S","31.7",",,W","20.6",",,W","  240",",,W","  240",",,W","8.1",",,W","11.6",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-10","4.3",",,W",,,"6.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","26.7","H,,S","31.7",",,W","20.6",",,W","  250",",,W","  260",",,W","13.9",",,W","18.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-11","2.8",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.8","H,,S","28.3",",,W","16.7",",,W","  270",",,W","  260",",,W","8.1",",,W","10.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-12","0.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.9","H,,S","31.1",",,W","13.3",",,W","  150",",,W","  150",",,W","4.5",",,W","6.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-13","1.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.2","H,,S","29.4",",,W","13.9",",,W","   60",",,W","   90",",,W","5.4",",,W","7.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-14","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.3","H,,S","30.6",",,W","15.6",",,W","  100",",,W","   90",",,W","7.6",",,W","10.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-15","1.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.1","H,,S","32.2",",,W","17.2",",,W","  120",",,W","  120",",,W","5.4",",,W","7.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-16","2.4",",,W",,,"3.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.9","H,,S","27.8",",,W","17.2",",,W","  360",",,W","  360",",,W","6.3",",,W","8.9",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-17","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.5","H,,S","28.9",",,W","15.6",",,W","  290",",,W","  290",",,W","6.7",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-18","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","19.3","H,,S","26.1",",,W","11.1",",,W","  350",",,W","  330",",,W","7.2",",,W","10.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-19","0.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","18.1","H,,S","25.6",",,W","9.4",",,W","   40",",,W","  350",",,W","5.4",",,W","8.9",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-20","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.1","H,,S","29.4",",,W","13.9",",,W","  250",",,W","  250",",,W","7.6",",,W","12.1",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-21","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.7","H,,S","31.1",",,W","17.2",",,W","  240",",,W","  270",",,W","7.2",",,W","10.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-22","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.5","H,,S","31.7",",,W","16.1",",,W","  250",",,W","  240",",,W","6.3",",,W","8.1",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-23","1.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.4","H,,S","31.1",",,W","17.8",",,W","  240",",,W","  240",",,W","7.2",",,W","10.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-24","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.3","H,,S","33.3",",,W","18.9",",,W","  260",",,W","  260",",,W","7.6",",,W","11.6",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-25","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","25.1","H,,S","28.9",",,W","21.7",",,W","  270",",,W","   10",",,W","4.5",",,W","6.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-26","4.2",",,W",,,"7.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","24.0","H,,S","31.7",",,W","18.9",",,W","  230",",,W","   60",",,W","7.6",",,W","10.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-27","5.2",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","27.3","H,,S","33.3",",,W","22.8",",,W","  270",",,W","  250",",,W","10.3",",,W","17.0",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-28","3.4",",,W",,,"40.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","23.8","H,,S","28.9",",,W","20.6",",,W","  200",",,W","  210",",,W","9.4",",,W","12.1",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-29","5.7",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.0","H,,S","25.6",",,W","15.0",",,W","  290",",,W","  260",",,W","10.3",",,W","14.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-30","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","16.9","H,,S","22.2",",,W","12.2",",,W","   50",",,W","   10",",,W","4.5",",,W","6.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-08-31","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","18.6","H,,S","26.1",",,W","12.2",",,W","  150",",,W","  140",",,W","7.2",",,W","10.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-01","1.9",",,W",,,"30.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.2","H,,S","28.3",",,W","17.8",",,W","  150",",,W","  140",",,W","8.1",",,W","12.5",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-02","3.9",",,W",,,"2.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.8","H,,S","26.7",",,W","15.0",",,W","  280",",,W","  280",",,W","9.8",",,W","13.9",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-03","5.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","21.1","H,,S","28.9",",,W","14.4",",,W","  250",",,W","  240",",,W","13.9",",,W","18.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-04","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","17.7","H,,S","22.8",",,W","11.7",",,W","  260",",,W","  280",",,W","11.2",",,W","18.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-05","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","17.7","H,,S","25.6",",,W","11.7",",,W","  230",",,W","  240",",,W","8.1",",,W","10.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-06","4.3",",,W",,,"2.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","15.5","H,,S","22.8",",,W","8.3",",,W","  200",",,W","  170",",,W","10.7",",,W","16.5",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-07","4.5",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","22.7","H,,S","25.6",",,W","15.0",",,W","  220",",,W","  220",",,W","10.3",",,W","14.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-08","4.5",",,W",,,"42.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","14.4","H,,S","15.6",",,W","12.2",",,W","   40",",,W","   40",",,W","9.8",",,W","13.4",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-09","3.1",",,W",,,"15.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","13.3","H,,S","16.7",",,W","11.1",",,W","   60",",,W","   50",",,W","6.3",",,W","8.5",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-10","3.3",",,W",,,"0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","14.0","H,,S","16.1",",,W","11.1",",,W","   50",",,W","   40",",,W","6.7",",,W","8.1",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-11","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","14.1","H,,S","20.0",",,W","9.4",",,W","   70",",,W","  100",",,W","6.3",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-12","2.8",",,W",,,"2.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","16.7","H,,S","23.3",",,W","11.7",",,W","  150",",,W","  160",",,W","7.2",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-13","4.3",",,W",,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","19.6","H,,S","21.7",",,W","13.3",",,W","  260",",,W","  270",",,W","8.1",",,W","11.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-14","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","14.5","H,,S","18.3",",,W","8.3",",,W","   40",",,W","   30",",,W","4.5",",,W","6.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-15","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","14.1","H,,S","22.2",",,W","7.8",",,W","  200",",,W","  220",",,W","7.2",",,W","9.4",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-16","4.1",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","18.2","H,,S","25.0",",,W","12.8",",,W","  240",",,W","  240",",,W","8.1",",,W","11.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-17","3.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","16.2","H,,S","18.9",",,W","8.3",",,W","   20",",,W","   50",",,W","7.6",",,W","10.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-18","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","10.4","H,,S","15.6",",,W","3.9",",,W","   30",",,W","   30",",,W","7.6",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-19","1.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","8.7","H,,S","17.2",",,W","1.1",",,W","  200",",,W","  170",",,W","3.6",",,W","5.4",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-20","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","11.1","H,,S","20.0",",,W","3.9",",,W","  150",",,W","  160",",,W","6.3",",,W","8.9",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-21","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","14.2","H,,S","21.7",",,W","6.1",",,W","  180",",,W","  150",",,W","5.8",",,W","8.9",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-22","1.8",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","15.8","H,,S","25.0",",,W","8.9",",,W","  240",",,W","  230",",,W","5.4",",,W","7.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-23","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","17.6","H,,S","26.1",",,W","10.6",",,W","  250",",,W","  250",",,W","6.7",",,W","8.5",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-24","1.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","18.6","H,,S","24.4",",,W","12.8",",,W","  230",",,W","  230",",,W","6.3",",,W","9.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-25","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","18.4","H,,S","26.1",",,W","11.7",",,W","  170",",,W","  170",",,W","7.2",",,W","11.6",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-26","5.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","20.2","H,,S","26.7",",,W","14.4",",,W","  200",",,W","  200",",,W","9.4",",,W","14.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-27","4.5",",,W",,,"1.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","20.4","H,,S","22.8",",,W","16.1",",,W","  200",",,W","  200",",,W","8.9",",,W","12.1",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-28","2.7",",,W",,,"5.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","14.1","H,,S","17.2",",,W","10.0",",,W","  290",",,W","  270",",,W","6.7",",,W","8.9",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-29","3.9",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","12.8","H,,S","17.8",",,W","9.4",",,W","  240",",,W","  220",",,W","7.6",",,W","11.6",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-09-30","5.5",",,W",,,"7.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","11.3","H,,S","16.7",",,W","8.3",",,W","  280",",,W","  290",",,W","10.7",",,W","14.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-01","3.8",",,W",,,"7.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","9.7","H,,S","15.0",",,W","5.6",",,W","  260",",,W","  260",",,W","10.3",",,W","13.4",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-02","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","7.2","H,,S","11.7",",,W","1.1",",,W","  270",",,W","  270",",,W","7.2",",,W","8.5",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-03","1.2",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","6.8","H,,S","10.6",",,W","2.2",",,W","  120",",,W","  120",",,W","3.6",",,W","5.8",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-04","2.2",",,W",,,"1.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","8.9","H,,S","12.8",",,W","4.4",",,W","   30",",,W","  340",",,W","5.4",",,W","7.2",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-05","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","7.8","H,,S","15.0",",,W","0.6",",,W","  180",",,W","  220",",,W","7.6",",,W","10.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-06","5.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","12.6","H,,S","20.0",",,W","8.3",",,W","  220",",,W","  230",",,W","8.9",",,W","11.6",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-07","5.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","16.9","H,,S","21.1",",,W","6.1",",,W","  310",",,W","  300",",,W","13.0",",,W","18.3",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-08","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","11.4","H,,S","20.0",",,W","3.3",",,W","  280",",,W","  250",",,W","9.8",",,W","15.7",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-09","4.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","12.3","H,,S","25.6",",,W","2.8",",,W","  220",",,W","  220",",,W","10.3",",,W","13.9",",,W"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.77609","-84.59972","261.2","2020-10-10","5.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","19.8","H,,S","21.7",",,W","10.0",",,W","  260",",,W","  260",",,W","8.1",",,W","12.1",",,W"
